VCE_ID,Month,Stage,D1,D2,D3,MuseumSpecimenKey,Species,Lat_Final,Long_Final,Country,State,County,Town,Locality,Collection,Sex,Comments
487,3,adult,-90.58,NA,NA,VCE1,Anax junius,29.6365,-82.2003,United States,Florida,Alachua,Windsor,"Windsor, Newnan's Lake",Vermont Center for Ecostudies,M,
379,3,adult,-98.46,NA,NA,FSCA0215,Anax junius,29.6383,-82.3532,United States,Florida,Alachua,Gainesville,"Gainesville, south Gainesville",Florida State Collection of Arthropods,F,first capture in 1976
415,4,adult,-75.71,NA,NA,FSCA0273,Anax junius,29.6418,-82.2426,United States,Florida,Alachua,Gainesville,"Gainesville, Newnan's Lake",Florida State Collection of Arthropods,F,
414,6,adult,-93.26,-87.29,NA,FSCA0272,Anax junius,29.6422,-82.3606,United States,Florida,Alachua,Gainesville,"Gainesville, Lake Alice,  University Florida Campus",Florida State Collection of Arthropods,M,
283,4,adult,-78.95,NA,NA,FSCA0123,Anax junius,29.6464,-82.1864,United States,Florida,Alachua,Windsor,"Windsor, Newnan's Lake",Florida State Collection of Arthropods,F,
269,3,adult,-61.93,NA,NA,FSCA0110,Anax junius,29.6514,-82.325,United States,Florida,Alachua,Gainesville,"Gainesville, old field north of 23rd Ave. near 38th St.",Florida State Collection of Arthropods,F,
275,3,adult,-71.99,NA,NA,FSCA0116,Anax junius,29.6514,-82.325,United States,Florida,Alachua,Gainesville,"Gainesville, old field north of 23rd Ave. near 38th St.",Florida State Collection of Arthropods,F,
373,4,adult,-130.1,NA,NA,FSCA0210,Anax junius,29.6514,-82.325,United States,Florida,Alachua,Gainesville,"Gainesville, ",Florida State Collection of Arthropods,M,
421,3,adult,-74.49,NA,NA,FSCA0279,Anax junius,29.66,-83.2,United States,Florida,Dixie,,", barrow pit on north side of Rt 98,  5 miles WNW of Cross City",Florida State Collection of Arthropods,M,young male
260,3,adult,-91.78,-81.62,NA,FSCA0101,Anax junius,29.6669,-82.3722,United States,Florida,Alachua,Gainesville,"Gainesville, 34th st and 16th ave NW",Florida State Collection of Arthropods,,
281,3,adult,-81.63,NA,NA,FSCA0121A,Anax junius,29.6686,-82.3591,United States,Florida,Alachua,Gainesville,"Gainesville, Sink Hole Pond on NW 24th St. ",Florida State Collection of Arthropods,F,
280,3,exuviae,-49.36,NA,NA,FSCA0121,Anax junius,29.6686,-82.3591,United States,Florida,Alachua,Gainesville,"Gainesville, Sink Hole Pond on NW 24th St. ",Florida State Collection of Arthropods,F,
38,3,adult,-75.19,NA,NA,38966,Anax junius,29.6741,-82.389,United States,Florida,Alachua,,", Pond 3 mi W of Millhopper",University of Texas Insect Collection,F,"Millhopper is not a town, it is an area.  Lat/Long is center of that area - mm"
416,3,adult,-76.56,NA,NA,FSCA0274,Anax junius,29.6759,-82.3738,United States,Florida,Alachua,Gainesville,"Gainesville, NW Gainesville",Florida State Collection of Arthropods,,first capture for 1980
364,11,exuviae,-84.46,NA,NA,FSCA0201,Anax junius,29.6806,-82.4342,United States,Florida,Alachua,Gainesville,"Gainesville, NW campus of Santa Fe J.C.",Florida State Collection of Arthropods,,found in bad emergence on pine trunk 2 ft high
363,11,adult,NA,NA,NA,FSCA0201,Anax junius,29.6806,-82.4342,United States,Florida,Alachua,Gainesville,"Gainesville, NW campus of Santa Fe J.C.",Florida State Collection of Arthropods,,found in bad emergence on pine trunk 2 ft high. Missing the specimen!
263,3,adult,-87.46,NA,NA,FSCA0104,Anax junius,29.6833,-82.3016,United States,Florida,Alachua,Gainesville,"Gainesville, old field north of 23rd Ave. near 38th St.",Florida State Collection of Arthropods,F,
413,3,adult,-78.29,NA,NA,FSCA0271,Anax junius,29.6848,-82.2101,United States,Florida,Alachua,,", Big Hatchet Creek",Florida State Collection of Arthropods,M,
377,7,adult,-79.65,NA,NA,FSCA0213,Anax junius,29.6848,-82.2101,United States,Florida,Alachua,,", Hatchet Creek on Hwy 8-325,  NE of Gainesville",Florida State Collection of Arthropods,M,
267,4,adult,-82.97,NA,NA,FSCA0108,Anax junius,29.6848,-82.2101,United States,Florida,Alachua,,", Hatchet Creek",Florida State Collection of Arthropods,F,
266,4,adult,-87.79,-85.19,NA,FSCA0107,Anax junius,29.6848,-82.2101,United States,Florida,Alachua,,", Hatchet Creek",Florida State Collection of Arthropods,F,
412,2,adult,-89.1,NA,NA,FSCA0270,Anax junius,29.6848,-82.2101,United States,Florida,Alachua,,", Hatchet Creek and Rt. 228",Florida State Collection of Arthropods,F,2 females
37,5,adult,-71.1,NA,NA,38965,Anax junius,29.7064,-96.5394,United States,Texas,Colorado,,", Colorado River 
@ 71,  Columbus",University of Texas Insect Collection,F,
333,1,adult,-78.26,-78.83,NA,FSCA0172,Anax junius,29.7528,-82.2124,United States,Florida,Alachua,,", Austin Carey Memorial Forest near Gainesville",Florida State Collection of Arthropods,M,
953,9,adult,NA,NA,NA,352,Anax junius,29.7977,-93.3252,United States,Louisiana,Cameron,,Cameron,Paulson Collection,M,fat-stained card
261,2,adult,-62.54,NA,NA,FSCA0102,Anax junius,29.8256,-82.6489,United States,Florida,Alachua,,", Poe Springs",Florida State Collection of Arthropods,M,
325,2,adult,-69.23,NA,NA,FSCA0164,Anax junius,29.8256,-82.6489,United States,Florida,Alachua,,", Poe Springs",Florida State Collection of Arthropods,M,
8,5,adult,-68.44,NA,NA,19534,Anax junius,29.885,-100.994,United States,Texas,Val Verde,,", Devils River at Dolan Falls
13.3 mi W of Loma Alta",University of Texas Insect Collection,M,
673,6,adult,-94.2,NA,NA,333204,Anax junius,29.8901,-100.9933,United States,Texas,Val Verde,,"Val Verde Co.; Dolan Creek & Springs, Devils River Nature Conservancy Area",USNM,F  ,
225,3,adult,-90.4,NA,-82.84,FSCA0066,Anax junius,29.9719,-90.0583,United States,Louisiana,Orleans,,", New Orleans city park",Florida State Collection of Arthropods,M,
227,5,adult,-70.2,NA,NA,FSCA0068,Anax junius,30.0181,-90.152,United States,Louisiana,Jefferson,,", Metarie",Florida State Collection of Arthropods,M,
230,7,adult,-77.26,NA,NA,FSCA0071,Anax junius,30.0431,-90.56,United States,Louisiana,St. John the Baptist,,", Edgard",Florida State Collection of Arthropods,F,
229,7,adult,-77.56,NA,NA,FSCA0070,Anax junius,30.0431,-90.56,United States,Louisiana,St. John the Baptist,,", Edgard",Florida State Collection of Arthropods,M,
231,7,adult,-106.1,NA,NA,FSCA0072,Anax junius,30.0431,-90.56,United States,Louisiana,St. John the Baptist,,", Edgard",Florida State Collection of Arthropods,F,
239,7,adult,-107.16,NA,NA,FSCA0080,Anax junius,30.0431,-90.56,United States,Louisiana,St. John the Baptist,,", Edgard",Florida State Collection of Arthropods,F,
47,7,adult,-75.78,NA,NA,38982,Anax junius,30.0468,-104.038,United States,Texas,Brewster,,", Big Bend Ranch State
Park,  N of Sauceda HQ",University of Texas Insect Collection,F,
234,6,adult,-78.23,NA,NA,FSCA0075,Anax junius,30.2042,-90.425,United States,Louisiana,St. John the Baptist,,", Ruddock",Florida State Collection of Arthropods,F,
43,7,adult,-92.23,NA,NA,38975,Anax junius,30.2238,-92.1877,United States,Louisiana,Lafayette,,", 10 mi W LaFayette",University of Texas Insect Collection,F,
15,7,adult,-94.84,NA,NA,22158,Anax junius,30.2238,-92.1877,United States,Louisiana,Lafayette,,", 10 mi W LaFayette",University of Texas Insect Collection,M,
56,7,adult,-80.42,NA,NA,41418,Anax junius,30.2292,-97.2939,United States,Texas,Bastrop,,", Camp Swift National Guard Armory
Big Pond; Sayersville,  3.2 km E",University of Texas Insect Collection,F,
54,7,adult,-97.4,NA,NA,40753,Anax junius,30.2292,-97.2939,United States,Texas,Bastrop,,", Camp Swift National Guard Armory
Big Pond; Sayersville,  3.2 km E",University of Texas Insect Collection,F,
9,7,adult,NA,NA,NA,20851,Anax junius,30.2292,-97.2939,United States,Texas,Bastrop,,", Camp Swift National Guard Armory
Big Pond; Sayersville,  3.2 km E",University of Texas Insect Collection,M,
7,6,adult,NA,NA,NA,19390,Anax junius,30.232,-97.645,United States,Texas,Travis,,", Hornsby Bend off Platt Lane
Austin",University of Texas Insect Collection,M,
955,11,adult,NA,NA,NA,354,Anax junius,30.2768,-98.412,United States,Texas,Blanco,,pond in Johnson City,Paulson Collection,M,mated with 355
956,11,adult,NA,NA,NA,355,Anax junius,30.2768,-98.412,United States,Texas,Blanco,,pond in Johnson City,Paulson Collection,F,mated with 354
32,6,adult,-120.61,NA,NA,37343,Anax junius,30.2774,-94.7988,United States,Texas,Liberty,,", Trinity River @ Hwy 105
Cleveland,  17.6 mi SE",University of Texas Insect Collection,F,
236,5,adult,-70.92,NA,NA,FSCA0077,Anax junius,30.2786,-91.1306,United States,Louisiana,Iberville,,", sunshine",Florida State Collection of Arthropods,M,
289,1,adult,-67.47,NA,NA,FSCA0129,Anax junius,30.3117,-81.3967,United States,Florida,Duval,,", Neptune Beach",Florida State Collection of Arthropods,M,
939,4,Teneral,-79.13,NA,NA,338,Anax junius,30.326,-82.7384,United States,Florida,Columbia,,W side Suwanee River at US 41,Paulson Collection,M,teneral
274,2,adult,-75.47,NA,NA,FSCA0115,Anax junius,30.3319,-81.6558,United States,Florida,Duval,Jacksonville,"Jacksonville, ",Florida State Collection of Arthropods,F,
50,5,adult,-131.33,NA,NA,40110,Anax junius,30.3385,-98.255,United States,Texas,Blanco,,", Pedernales River
Pedernales Falls State Park",University of Texas Insect Collection,F,
981,7,adult,NA,NA,NA,380,Anax junius,30.3669,-110.1564,Mexico,,Sonora,,"Rio Bacanuchi, just N Arispe",Paulson Collection,F,
59,4,adult,-59.41,NA,NA,42140,Anax junius,30.3714,-94.3122,United States,Texas,Hardin,,", washout area on FM 3063; Kountze  9 mi NE",University of Texas Insect Collection,F,
57,4,adult,-68.72,NA,NA,41726,Anax junius,30.3714,-94.3122,United States,Texas,Hardin,,", washout area on FM 3063; Kountze  9 mi NE",University of Texas Insect Collection,F,
58,4,adult,-79.07,NA,NA,41933,Anax junius,30.3714,-94.3122,United States,Texas,Hardin,,", washout area on FM 3063; Kountze  9 mi NE",University of Texas Insect Collection,F,
418,4,adult,-69.51,NA,NA,FSCA0276,Anax junius,30.4533,-83.1,United States,Florida,Hamilton,,", Jct. 751 and Alapaha River",Florida State Collection of Arthropods,M,male of pair #275
417,4,adult,-75.12,NA,NA,FSCA0275,Anax junius,30.4533,-83.1,United States,Florida,Hamilton,,", Jct. 751 and Alapaha River",Florida State Collection of Arthropods,F,female of pair #276
1153,3,exuviae,-38.28,NA,NA,MMD0312.1,Anax junius,30.5026,-82.0358,United States,Georgia,Charlton,St. George,roadside pond GA 23/121,Vermont Center for Ecostudies,,
238,7,adult,-87.64,NA,NA,FSCA0079,Anax junius,30.5214,-89.9875,United States,Louisiana,St. Tammany,,", 4.2 miles northeast of abita springs section 24 T6 SR 12E",Florida State Collection of Arthropods,F,
964,8,adult,-122.17,NA,NA,363,Anax junius,30.5275,-103.824,United States,Texas,Jeff Davis,,stream 16.8 mi NE Alpine on Tex. 118,Paulson Collection,M,mature at water
628,7,adult,-104.81,NA,NA,333074,Anax junius,30.5289,-93.0491,United States,Louisiana,Allen Parish,,Allen Parish; Reeves,USNM,M  ,
930,9,adult,-120.98,NA,NA,329,Anax junius,30.553,-81.8418,United States,Florida,Nassau,,0.9 mi SW Callahan on US 301,Paulson Collection,F,
382,5,adult,-51.22,NA,NA,FSCA0218,Anax junius,30.5689,-84.9478,United States,Florida,Liberty,,", Torreya State Park",Florida State Collection of Arthropods,F,
22,7,adult,-108.48,NA,NA,22167,Anax junius,30.6139,-103.8755,United States,Texas,Jeff Davis,,", Limpia Creek @ Davis
Mountains State Park",University of Texas Insect Collection,M,
965,8,adult,-62.22,NA,NA,364,Anax junius,30.6277,-103.8629,United States,Texas,Jeff Davis,,"Limpia Creek at Tex. 17, 3.4 mi NE Fort Davis",Paulson Collection,M,mature at water
48,5,adult,-73.8,NA,NA,38984,Anax junius,30.6464,-97.6718,United States,Texas,Williamson,,", San Gabriel River @
Lake Georgetown",University of Texas Insect Collection,F,
960,8,adult,-89.23,NA,NA,359,Anax junius,30.6606,-93.7639,United States,Texas,Newton,,slough 8 mi E Kirbyville on Tex. 363,Paulson Collection,M,mature at water; fat-stained card
968,7,adult,-78.44,NA,NA,367,Anax junius,30.6772,-98.3186,United States,Texas,Burnet,,"ponds at Lakeland Hill Memorial Park Cemetary, 4 mi W Burnet",Paulson Collection,M,mature at water
966,8,adult,-138.9,NA,NA,365,Anax junius,30.7138,-104.119,United States,Texas,Jeff Davis,,stream 22.5 mi W Fort Davis on Tex. 118,Paulson Collection,M,mature at water
265,3,adult,-68.49,NA,NA,FSCA0106,Anax junius,30.7496,-84.9244,United States,Florida,Jackson,,", 2.9 miles north of Sneads",Florida State Collection of Arthropods,M,
264,3,adult,-77.31,NA,NA,FSCA0105,Anax junius,30.7496,-84.9244,United States,Florida,Jackson,,", 2.9 miles north of Sneads",Florida State Collection of Arthropods,F,
935,9,adult,NA,NA,NA,334,Anax junius,30.7526,-85.1932,United States,Florida,Jackson,,stream 2.7 mi SE Marianna on US 90,Paulson Collection,M,mature at water
226,3,adult,-77.5,NA,-81.33,FSCA0067,Anax junius,30.79,-91.2381,United States,Louisiana,East Feliciana,,", Jackson 6 miles south on south 68 at karr creek",Florida State Collection of Arthropods,M,
232,3,adult,-64.77,-70.96,-84.62,FSCA0073,Anax junius,30.8088,-90.8222,United States,Louisiana,St. Helena,,", Grangeville 5 miles north on LA 448 strother creek",Florida State Collection of Arthropods,F,
235,3,adult,-82.65,NA,NA,FSCA0076,Anax junius,30.8377,-90.8217,United States,Louisiana,St. Helena,,", darlington 6 miles south on south 448 2 miles east",Florida State Collection of Arthropods,F,
44,4,adult,-104.04,NA,NA,38978,Anax junius,30.8881,-89.8359,United States,Louisiana,Washington,,", Pushepatapa Creek 
@ Rt 21,  Varnado",University of Texas Insect Collection,F,
33,4,adult,-71.69,NA,NA,38958,Anax junius,30.9844,-97.4021,United States,Texas,Bell,,", Lampasas River @ I-35",University of Texas Insect Collection,F,
34,4,adult,-80.82,NA,NA,38959,Anax junius,31.0532,-89.1896,United States,Mississippi,Forrest,,", Black Creek W of Brooklyn",University of Texas Insect Collection,F,
726,3,adult,-63.08,NA,NA,GB002,Anax junius,31.1916,-85.0729,United States,Georgia,Early,Blakely,Williams Bluff Preserve,Vermont Center for Ecostudies,F,
254,3,adult,-80.65,NA,NA,FSCA0095,Anax junius,31.3484,-91.4347,United States,Mississippi,Adams,,", St. Catherine nation wildlife refuge off us hwy 61 3 miles sw of Sibley",Florida State Collection of Arthropods,F,
425,4,adult,-59.77,NA,NA,FSCA0283,Anax junius,31.3517,-96.8675,United States,Texas,Falls,,", Marlin City Lake",Florida State Collection of Arthropods,M,
424,4,adult,-86.86,NA,NA,FSCA0282,Anax junius,31.3517,-96.8675,United States,Texas,Falls,,", Marlin City Lake",Florida State Collection of Arthropods,F,
168,6,adult,-71.35,NA,NA,FSCA0009,Anax junius,31.4442,-86.6131,United States,Alabama,Colbert,,", Farm Pond of County hwy 18,  south of little??",Florida State Collection of Arthropods,M,
177,5,adult,-85.62,-87.99,NA,FSCA0018,Anax junius,31.5175,-87.3222,United States,Alabama,Escambia (?),,", Conecuh river at route 29",Florida State Collection of Arthropods,F,
172,4,adult,-89.42,-67.02,NA,FSCA0013,Anax junius,31.5825,-87.5836,United States,Alabama,Clarke,,", Gosport Creek in Gosport (?)",Florida State Collection of Arthropods,F,
35,6,adult,-74.53,NA,NA,38963,Anax junius,31.5979,-97.5563,United States,Texas,McLennan,,", Middle Bosque River
just W of Waco",University of Texas Insect Collection,F,
209,4,adult,-85.42,NA,NA,FSCA0050,Anax junius,31.8625,-81.5178,United States,Georgia,Long,,", fort stewart east of the fort stewart road 4 and se sector at 203376 ",Florida State Collection of Arthropods,M,
210,4,adult,-97.37,-103.32,NA,FSCA0051,Anax junius,31.9121,-81.5552,United States,Georgia,Evans,,", fort stewart 50 meters ne of pond f sector at 267532",Florida State Collection of Arthropods,M,
727,3,adult,-102.65,NA,NA,GB001,Anax junius,32.2028,-81.1713,United States,Georgia,Chatham,Port Wentworth,"Solomon Tract, Savannah NWR",Vermont Center for Ecostudies,M,
29,7,adult,-109.98,NA,NA,36530,Anax junius,32.2633,-96.831,United States,Texas,Ellis,,,University of Texas Insect Collection,F,"Lat/Long is center of Ellis, TX - mm"
252,6,adult,-73.04,NA,NA,FSCA0093,Anax junius,32.3972,-90.7898,United States,Mississippi,Warren,,", Bovine",Florida State Collection of Arthropods,F,"lat/long is center of county, no idea what Bovine is - mm"
253,5,adult,-86.17,NA,NA,FSCA0094,Anax junius,32.3972,-90.7898,United States,Mississippi,Warren,,", Bovine",Florida State Collection of Arthropods,F,"lat/long is center of county, no idea what Bovine is - mm"
24,7,adult,-76.82,NA,NA,24164,Anax junius,32.4577,-102.6509,United States,Texas,Andrews,,", small roadside pond with  windmill
N side of CR NW 7000",University of Texas Insect Collection,M,
52,7,adult,-101.99,NA,NA,40219,Anax junius,32.4577,-102.6509,United States,Texas,Andrews,,", small roadside pond with  windmill
N side of CR NW 7000",University of Texas Insect Collection,F,
16,5,adult,-97.02,NA,NA,22159,Anax junius,32.4961,-84.2986,United States,Georgia,Taylor,,", Little Whitewater Creek @ 137",University of Texas Insect Collection,M,
237,6,adult,-80.44,NA,NA,FSCA0078,Anax junius,32.5808,-93.8925,United States,Louisiana,St. Helena,,", Chalmette behind blanchard subdivision",Florida State Collection of Arthropods,F,
5,5,adult,-73.86,NA,NA,19169,Anax junius,32.7812,-97.1221,United States,Texas,Tarrant,,", Ponds@Village Creek Drying Beds
Arlington",University of Texas Insect Collection,M,
12,4,adult,NA,NA,NA,22151,Anax junius,33.0077,-81.3085,United States,South Carolina,Allendale,,", Pond on Rt 3",University of Texas Insect Collection,M,"lat/long is center of county, several ponds along Rte. 3 - mm"
46,3,adult,-97.04,NA,NA,38981,Anax junius,33.0165,-96.7095,United States,Texas,Collin,,", Plano,  NE of Jupiter Rd
& Spring Creek Parkway",University of Texas Insect Collection,F,
257,5,adult,-81.19,NA,NA,FSCA0098,Anax junius,33.0828,-90.9892,United States,Mississippi,Washington,,", deer lake yazoo nwr abt 2 miles w/nw of bear garden",Florida State Collection of Arthropods,F,
915,8,adult,-113.65,NA,NA,314,Anax junius,33.088,-79.4673,United States,South Carolina,Charleston,,McClellanville,Paulson Collection,M,fat-stained card
478,5,adult,-79.8,NA,NA,FSCA0453,Anax junius,33.0881,-79.4614,United States,South Carolina,Charleston,McClellanville,"McClellanville, ",Florida State Collection of Arthropods,M,
173,4,adult,-89.5,NA,NA,FSCA0014,Anax junius,33.0968,-87.52,United States,Alabama,Tuscaloosa,,", A.G.S. RR pond",Florida State Collection of Arthropods,M,"rr pond - old railroad pond damn?, lat/long at damn- mm"
1075,5,adult,-68.36,NA,NA,CNC067,Anax junius,33.1705,-79.4041,United States,South Carolina,,McClellanville,"The Wedge Plantation, South Santee R., .7 miles north of McClellanville",Canadian National Collection,F,
1072,6,adult,-77.54,NA,NA,CNC064,Anax junius,33.1705,-79.4041,United States,South Carolina,,McClellanville,"The Wedge Plantation, South Santee R., .7 miles north of McClellanville",Canadian National Collection,F,
1074,5,adult,-78.05,NA,NA,CNC066,Anax junius,33.1705,-79.4041,United States,South Carolina,,McClellanville,"The Wedge Plantation, South Santee R., .7 miles north of McClellanville",Canadian National Collection,F,
1073,6,adult,-92.38,NA,NA,CNC065,Anax junius,33.1705,-79.4041,United States,South Carolina,,McClellanville,"The Wedge Plantation, South Santee R., .7 miles north of McClellanville",Canadian National Collection,F,
170,5,adult,-102.51,NA,NA,FSCA0011,Anax junius,33.1947,-87.5829,United States,Alabama,Tuscaloosa,,", Univ of Alabama",Florida State Collection of Arthropods,F,
174,2,adult,-60.15,NA,NA,FSCA0015,Anax junius,33.1948,-87.5356,United States,Alabama,Tuscaloosa,,", Forest Lake",Florida State Collection of Arthropods,M,first anisoptera of the season
167,6,adult,-67.21,-93.77,NA,FSCA0008,Anax junius,33.1948,-87.5356,United States,Alabama,Tuscaloosa,,", Forest Lake",Florida State Collection of Arthropods,M,
164,9,adult,-103.89,NA,NA,FSCA0005,Anax junius,33.2092,-87.5694,United States,Alabama,Tuscaloosa,,", Walnut Lake",Florida State Collection of Arthropods,,"could not find a Walnut Lake, lat/long is center of county - mm"
161,7,adult,-117.03,NA,NA,FSCA0002,Anax junius,33.2108,-87.5657,United States,Alabama,Tuscaloosa,,", Near North Port",Florida State Collection of Arthropods,F,
28,5,adult,-90.22,NA,NA,36529,Anax junius,33.2147,-97.1349,United States,Texas,Denton,,,University of Texas Insect Collection,F,Lat/Long is center of Denton - mm
169,4,adult,-74.63,NA,NA,FSCA0010,Anax junius,33.2339,-87.4844,United States,Alabama,Tuscaloosa,,", Holt Pond",Florida State Collection of Arthropods,M,
175,3,adult,-79.04,NA,NA,FSCA0016,Anax junius,33.2339,-87.4844,United States,Alabama,Tuscaloosa,,", Holt",Florida State Collection of Arthropods,M,
166,3,adult,-106.42,NA,NA,FSCA0007,Anax junius,33.2339,-87.4844,United States,Alabama,Tuscaloosa,,", Holt",Florida State Collection of Arthropods,M,
162,3,adult,-96.19,NA,NA,FSCA0003,Anax junius,33.2659,-87.0658,United States,Alabama,Tuscaloosa,,", Cooley Creek",Florida State Collection of Arthropods,M,
18,5,adult,-66.91,NA,NA,22161,Anax junius,33.2769,-83.2175,United States,Georgia,Richmond,,", Sandy Run 3 mi S 88 on 1",University of Texas Insect Collection,M,
163,10,adult,-98.28,-93.43,NA,FSCA0004,Anax junius,33.2961,-87.7592,United States,Alabama,Tuscaloosa,,", Duck Pond",Florida State Collection of Arthropods,,
31,3,adult,-86.02,NA,NA,36601,Anax junius,33.3482,-97.1161,United States,Texas,Denton,,", Ponds W of L. Ray Roberts; ca. 400 yards of Cosner and Hwy 455",University of Texas Insect Collection,F,
20,5,adult,-85.73,NA,NA,22165,Anax junius,33.356,-97.1029,United States,Texas,Denton,,", Small southern pond @ Culp Branch Park,  SW Corner Ray Roberts Lake",University of Texas Insect Collection,M,
4,3,adult,-86.77,NA,NA,18215,Anax junius,33.3952,-97.1573,United States,Texas,Denton,,", Ponds W of L. Ray Roberts; ca. 400 yards of Cosner and Hwy 455",University of Texas Insect Collection,M,
165,7,adult,-94.91,NA,NA,FSCA0006,Anax junius,33.5505,-85.9656,United States,Alabama,Talladega,,", Grant's Pond Mumford",Florida State Collection of Arthropods,M,
255,5,adult,-73.78,NA,NA,FSCA0096,Anax junius,33.6046,-90.5362,United States,Mississippi,Sunflower,,", big sunflower river at blaine road crossing 1 mile w/sw of blaine",Florida State Collection of Arthropods,F,
211,4,adult,-87.26,NA,NA,FSCA0052,Anax junius,33.69,-83.265,United States,Georgia,Greene,,", open field along nichols road",Florida State Collection of Arthropods,F,
53,4,adult,-85.41,NA,NA,40616,Anax junius,33.798,-95.554,United States,Texas,Lamar,,", Camp Maxey National Guard
Powderly",University of Texas Insect Collection,F,
55,4,adult,-87.33,NA,NA,41281,Anax junius,33.798,-95.554,United States,Texas,Lamar,,", Camp Maxey National Guard
Powderly",University of Texas Insect Collection,F,
688,2,adult,-52.69,-40.12,-422.45,C.Hill.001,Anax junius,33.841,-78.596,United States,South Carolina,Horry,Waties Island,near Little River,Vermont Center for Ecostudies,F,
728,4,adult,-61.99,NA,NA,J.Neves001,Anax junius,33.8869,-83.3348,United States,Georgia,Clarke,Athens,Rock and Shoals State Natural Area,Vermont Center for Ecostudies,M,
3,4,adult,NA,NA,NA,18212,Anax junius,33.9369,-97.1164,United States,Oklahoma,Love,,", Wilson Cr. Off OK 32; Marietta  3 mi E",University of Texas Insect Collection,M,
171,6,adult,-74.73,NA,NA,FSCA0012,Anax junius,34.2006,-86.1664,United States,Alabama,Marshall,,", Pond Boaz",Florida State Collection of Arthropods,M,
176,7,adult,-101.57,NA,NA,FSCA0017,Anax junius,34.3469,-93.5692,United States,Arkansas,Montgomery,,", Caddo river area junction route 8 and 240",Florida State Collection of Arthropods,M,
1152,5,exuviae,-65.51,NA,NA,MMD0528.1,Anax junius,34.4426,-85.1517,United States,Georgia,Floyd,Rome,Arrowhead Environmental Education Center,Vermont Center for Ecostudies,,
1155,7,exuviae,-71.58,NA,NA,MMD0702.1,Anax junius,34.4426,-85.1517,United States,Georgia,Floyd,Rome,Arrowhead Environmental Education Center,Vermont Center for Ecostudies,,
466,7,adult,-57.94,NA,NA,FSCA0441,Anax junius,34.5519,-77.8207,United States,North Carolina,Pender,,", Field rt 53,  6 miles east Burgaw",Florida State Collection of Arthropods,F,
467,7,adult,-95.53,NA,NA,FSCA0442,Anax junius,34.5519,-77.8207,United States,North Carolina,Pender,,", Field rt 53,  6 miles east Burgaw",Florida State Collection of Arthropods,F,
468,7,adult,-106.41,NA,NA,FSCA0443,Anax junius,34.5519,-77.8207,United States,North Carolina,Pender,,", Field rt 53,  6 miles east Burgaw",Florida State Collection of Arthropods,M,
459,6,adult,-86.47,-86.72,NA,FSCA0357,Anax junius,34.5755,-77.5627,United States,North Carolina,Onslow,,", Sandy Run Creek,  rt. 50,  2 miles east of Pender County line",Florida State Collection of Arthropods,F,MOLD ON SPECIMEN
17,5,adult,-80.76,NA,NA,22160,Anax junius,34.595,-79.985,United States,South Carolina,Chesterfield,,", Campbell Lake",University of Texas Insect Collection,M,
914,5,adult,-60.49,NA,NA,313,Anax junius,34.5952,-79.9815,United States,South Carolina,Chesterfield,,Campbell Lake,Paulson Collection,M,mature at water
25,7,adult,-72.57,NA,NA,24176,Anax junius,34.6027,-101.7057,United States,Texas,Swisher,,", irrigation canal
Corner of Roll-a-Cone Rd. and CR 17",University of Texas Insect Collection,M,
40,6,adult,-62.48,NA,NA,38969,Anax junius,34.7014,-83.7317,United States,Georgia,White,,", Pond @ Helen",University of Texas Insect Collection,F,
256,7,adult,-96.79,NA,NA,FSCA0097,Anax junius,34.7122,-90.0022,United States,Mississippi,Tate,,", cold water point access area off arkabuda road abt 2 miles nw of coldwater",Florida State Collection of Arthropods,M,
670,5,adult,-70.11,-70.68,NA,332998,Anax junius,34.7183,-83.3643,United States,Georgia,Rabun,,"Rabun Co.; Tahlulah R. Campground, Chattahoochee National Forest",USNM,M  ,
208,5,adult,-81.45,NA,NA,FSCA0049,Anax junius,34.7192,-85.75,United States,Georgia,White,,", Roberts town 1.4 miles north on sr 75 seeps adjacent to spoil king creek",Florida State Collection of Arthropods,F,
190,4,adult,-87,NA,NA,FSCA0031,Anax junius,34.7252,-79.5278,United States,North Carolina,Scotland,,", game lands section road number 1332 off route 15-501 south of hoke county line",Florida State Collection of Arthropods,F,
207,5,adult,-83.06,NA,NA,FSCA0048,Anax junius,34.8328,-85.4667,United States,Georgia,Dade,,", trenton cloudlands state park pond",Florida State Collection of Arthropods,M,
469,4,adult,-68.74,NA,NA,FSCA0444,Anax junius,34.9528,-78.5089,United States,North Carolina,Sampson,,", White Woods Road,  ne of Roseboro",Florida State Collection of Arthropods,M,MOLD ON SPECIMEN
450,7,adult,-68.77,NA,NA,FSCA0348,Anax junius,34.9877,-79.2667,United States,North Carolina,Scotland,,", Marsh Pond,  SEC. Road No. 1332,  1 mile west of Route 15-501,  2 miles south of Hoke County line",Florida State Collection of Arthropods,F,
451,4,adult,-83.53,NA,NA,FSCA0349,Anax junius,34.9877,-79.2667,United States,North Carolina,Scotland,,", open woods,  SEC road no. 1332,  1 mile west of jct. route 15-501,  2 miles south of Hoke County line",Florida State Collection of Arthropods,F,MOLD ON SPECIMEN
386,7,adult,-89.94,NA,NA,FSCA0244,Anax junius,35.0312,-83.7679,United States,North Carolina,Clay,,", Chatuge Lake,  Rt. 64 east of Hayesville",Florida State Collection of Arthropods,F,
